,Subrub_Name,Latitude,Longitude
726,Beaumont,30.084818,-94.145006
727,Mundabullangana,-23.992438,134.050443
728,Lennard Brook,-23.992438,134.050443
729,Marangaroo,-31.827601,115.837736
730,East Fremantle,-32.037005,115.768451
731,Lynwood,-32.040192,115.928733
732,Coolcalalaya,-23.992438,134.050443
733,Dowerin,-31.18983,117.037494
734,Kondinin,-32.492975,118.269202
735,Daliak,-23.992438,134.050443
736,Bulyee,-32.36667,117.51667
737,Bookara,-23.992438,134.050443
738,Bushmead,52.374687,8.996665
739,Nowergup,-31.637551,115.765476
740,Aldersyde,-23.992438,134.050443
741,Cossack,-20.7,117.2
742,Lagrange,-23.992438,134.050443
743,Juna Downs,-23.992438,134.050443
744,Mount Melville,-35.017063,117.87121
745,Aubin Grove,-32.167188,115.863184
746,Boya,-31.917659,116.056269
747,The Vines,-31.755004,116.001966
748,Donnelly River,-23.992438,134.050443
749,Orange Grove,-23.992438,134.050443
750,Konnongorring,-31.08333,116.78333
751,Dandaragan,-30.66667,115.7
752,Lake Austin,30.294169,-97.620453
753,Aveley,-31.783474,115.989349
754,Talbot West,-37.17158,143.701962
755,New Norcia,-30.96667,116.21667
756,Koolanooka,-29.25,116.06667
757,Cunderdin,-31.653182,117.237471
758,Ruabon,-23.992438,134.050443
759,Trafalgar,-23.992438,134.050443
760,Drysdale River,-23.992438,134.050443
761,Welshpool,-38.66667,146.43333
762,Harrismith,-32.93571,117.8609
763,West Casuarinas,-23.992438,134.050443
764,Bayswater,-37.847229,145.259872
765,Yilkari,-23.992438,134.050443
766,Riverton,-32.034348,115.900418
767,Falcon,-23.992438,134.050443
768,Ikewa,-23.992438,134.050443
769,Lime Lake,-23.992438,134.050443
770,Seabrook,-23.992438,134.050443
771,St James,18.390938,-77.846498
772,Dinninup,-33.668101,116.336825
773,Fortescue,-43.132497,147.960433
774,Ningaloo,-23.992438,134.050443
775,Cable Beach,-17.929662,122.210302
776,Francois Peron National Park,-42.68333,146.73333
777,Mundaring Weir,-31.927825,116.158943
778,Wardering,-23.992438,134.050443
779,Bickley,-32.001549,116.098217
780,Boyerine,-23.992438,134.050443
781,Djugun,-17.929326,122.239191
782,Moondyne,-23.992438,134.050443
783,Mantamaru,-23.992438,134.050443
784,Dudinin,-32.88333,117.9
785,Benger,-33.16667,115.85
786,Port Denison,-29.303889,114.938896
787,Wialki,-30.48333,118.11667
788,Yealering,-32.6,117.61667
789,Boothendarra,-23.992438,134.050443
790,Dartmoor,-37.919626,141.278023
791,North Dandalup,-32.518291,115.962291
792,Red Hill,-23.992438,134.050443
793,Bullsbrook,-31.662822,116.040641
794,Armadale,-32.150311,116.007062
795,Grants Patch,-30.45,121.11667
796,Cooloongup,-32.315083,115.779933
797,Kirup,-33.7,115.9
798,Muresk,-31.75,116.66667
799,Bridgetown,-33.956033,116.13558
800,Orchid Valley,-33.927137,116.873722
801,Applecross,-32.014095,115.836352
802,Balbarrup,-34.22917,116.2017
803,Waeel,-23.992438,134.050443
804,Lake Hinds,-23.992438,134.050443
805,Reinscourt,-33.628284,115.42289
806,Dumbleyung,-33.313319,117.738429
807,Kingston,17.99702,-76.79358
808,Deepdale,-28.794958,114.703879
809,Tingledale,-34.976408,116.893512
810,Bull Creek,-23.992438,134.050443
811,Hazelmere,-31.913137,116.004582
812,Moonies Hill,-34.08333,117.51667
813,Lake Ninan,-30.952334,116.655539
814,Kanowna,-30.50365,121.416
815,Kauring,-23.992438,134.050443
816,Ashendon,-23.992438,134.050443
817,Boyanup,-33.481705,115.727318
818,Darch,-31.812884,115.845804
819,Moojebing,-23.992438,134.050443
820,Darradup,-23.992438,134.050443
821,Copley,-23.992438,134.050443
822,Karonie,-30.97003,122.53822
823,Nillup,-23.992438,134.050443
824,Wongan Hills,-30.889449,116.722144
825,Ejanding,-23.992438,134.050443
826,Broomehill West,-33.956968,117.496726
827,Diamond Tree,-23.992438,134.050443
828,Ardross,-32.026732,115.835249
829,Lake Coogee,40.773201,-111.933984
830,North Plantations,-24.850073,113.744603
831,Cubbine,-23.992438,134.050443
832,Changerup,-33.72622,116.959829
833,Paraburdoo,-23.201819,117.665872
834,Kings Park,-37.733789,144.771973
835,Merredin,-31.482094,118.275313
836,Seppings,-35.015962,117.913441
837,Yetna,-28.61015,114.6989
838,Glenoran,-23.992438,134.050443
839,Heathridge,-31.762526,115.759526
840,Morgantown,-24.872094,113.661227
841,One Arm Point,-23.992438,134.050443
842,Dunn Rock,-23.992438,134.050443
843,Eden Hill,-31.892442,115.94821
844,Parryville,-35.0093,117.11464
845,Barbalin,-23.992438,134.050443
846,Jacup,-33.81667,119.26667
847,Pelican Point,-23.992438,134.050443
848,Lake Muir,-34.441445,116.648368
849,Craigie,-31.78582,115.771446
850,East Munglinup,-23.992438,134.050443
851,Exmouth,-21.911377,114.128307
852,Korrelocking,-31.2,117.46667
853,Sandpatch,-23.992438,134.050443
854,Telfer,-23.992438,134.050443
855,Cuthbert,-35.020302,117.799362
856,Butler,-31.642924,115.704003
857,Westdale,-23.992438,134.050443
858,Williams,-23.992438,134.050443
859,Cancanning,-33.13333,117.56667
860,East Yuna,-23.992438,134.050443
861,Donnybrook,-37.53333,144.98333
862,Coonabidgee,-23.992438,134.050443
863,Woottating,-31.883995,116.430383
864,Miamoon,-23.992438,134.050443
865,Wallaroo,-30.87628,120.57343
866,Karridale,-34.21667,115.08333
867,Millbridge,-33.306065,115.735128
868,Wandillup,-23.992438,134.050443
869,Gwambygine,-31.94984,116.80664
870,Minnivale,-31.13333,117.18333
871,East Carnarvon,-24.86315,113.67868
872,Koolyanobbing,-30.8212,119.52143
873,Bellevue,47.609759,-122.17074
874,Needilup,-33.95,118.81667
875,Midland,32.020111,-102.117875
876,Wembley,-31.933672,115.816527
877,Australind,-33.275967,115.735991
878,Dawesville,-32.638754,115.635592
879,Calista,-32.233268,115.792385
880,Kingsley,-23.992438,134.050443
881,Nunile,-23.992438,134.050443
882,Bayonet Head,-34.97314,117.934195
883,Nirimba,-23.992438,134.050443
884,Warner Glen,-27.312148,152.950094
885,Waterbank,-23.992438,134.050443
886,Mahogany Creek,-31.909431,116.131089
887,Shark Bay,-23.992438,134.050443
888,Mindarie,-31.688565,115.705884
889,Burakin,-30.5861,117.425527
890,Maylands,-31.936975,115.899112
891,Sturt Creek,-18.808261,128.601401
892,Guildford,-18.21185,141.89124
893,Ambergate,-33.710117,115.32741
894,Ridgewood,40.981647,-74.109702
895,Cleary,-23.992438,134.050443
896,Eradu South,-23.992438,134.050443
897,Coomberdale,-30.46333,116.03925
898,College Grove,-23.992438,134.050443
899,Rossmore,-23.992438,134.050443
900,Boddington,-32.802497,116.462549
901,Alma,18.185868,42.196538
902,Mooliabeenee,-31.33029,116.02121
903,Buller,52.374687,8.996665
904,Burracoppin,-31.38333,118.48333
905,Vancouver Peninsula,-23.992438,134.050443
906,Maitland,-32.730243,151.548524
907,Peron,-23.992438,134.050443
908,Usher,-33.393614,115.609818
909,Champion Lakes,-32.130959,115.975368
910,North Yelbeni,-31.18333,117.66667
911,Shackleton,-31.93333,117.83333
912,Brentwood,51.64015,0.29577
913,Nerramyne,-27.79457,115.4248
914,Yoganup,-23.992438,134.050443
915,Tamala Park,-31.70526,115.727695
916,Wongamine,-31.47599,116.617
917,Belmont,42.395401,-71.179948
918,South Yuna,-28.33333,115.0
919,Willyung,-34.940747,117.843484
920,Cervantes,-23.992438,134.050443
921,Pumphreys Bridge,-23.992438,134.050443
922,Perup,-23.992438,134.050443
923,Brown Hill,-23.992438,134.050443
924,Guilderton,-31.340694,115.517953
925,Wyndham,-37.898525,144.618239
926,Cold Harbour,40.866175,-73.460692
927,Boundain,-32.95,117.31667
928,Nugadong,-30.20385,116.66362
929,Scotts Brook,-23.992438,134.050443
930,Yanmah,-34.233504,115.976652
931,Daggar Hills,-23.992438,134.050443
932,Mount Lawley,-31.929378,115.875829
933,North Moulyinning,-23.992438,134.050443
934,Mocardy,-23.992438,134.050443
935,Prevelly,-33.978221,114.994667
936,Wattleup,-32.169361,115.8124
937,Collanilling,-33.26667,117.5
938,Barragup,-32.537311,115.78848
939,Wangara,-35.88448,137.56846
940,Varley,52.374687,8.996665
941,Kalbarri National Park,22.890827,88.425677
942,Mount Clarence,-35.023098,117.898203
943,Daglish,-31.952218,115.807671
944,Wilga,-33.68333,116.23333
945,Witchcliffe,-34.012036,115.11495
946,Whittaker,-32.54184,116.00249
947,Mokine,-31.745927,116.608161
948,Manypeaks,-34.83333,118.16667
949,Mount Nasura,-32.137343,116.026132
950,Westminster,-31.867959,115.835576
951,Woolocutty,-23.992438,134.050443
952,Ngaanyatjarra-Giles,-26.072866,128.921768
953,Redcliffe,-31.937768,115.942552
954,Lowden,-33.54194,115.922208
955,Chandler,-26.96912,133.36729
956,Augusta,33.47097,-81.97484
957,Turkey Creek,-23.992438,134.050443
958,West Ballidu,-30.6,116.76667
959,Dumberning,-33.017399,117.07372
960,Nanson,-28.56667,114.76667
961,Moorine Rock,-31.3,119.16667
962,Wonthella,-28.765892,114.63075
963,Kudardup,-34.28333,115.1
964,Naraling,-28.4,114.83333
965,Carnamah,-29.688966,115.886104
966,Beelerup,-33.56667,115.85
967,Dunsborough,-33.60766,115.093637
968,East Murchison,-23.992438,134.050443
969,Jurien Bay,-30.299213,115.052734
970,Durack,-27.58911,152.984569
971,Forrest,31.189871,-89.245139
972,South Newdegate,-33.1,119.01667
973,Kulja,-30.48541,117.27753
974,Buniche,-33.0039,118.76601
975,Roebuck,33.578319,-86.690429
976,Warawarrup,-33.03892,115.90023
977,The Lakes,30.807556,-81.64465
978,Durawah,-23.992438,134.050443
979,Silver Sands,-32.508646,115.736117
980,Walyunga National Park,-31.725208,116.076393
981,Mimegarra,-23.992438,134.050443
982,Tenindewa,-28.61778,115.3625
983,Eganu,-23.992438,134.050443
984,Lake Camm,-32.98333,119.58333
985,Exmouth Gulf,-21.911377,114.128307
986,Pindar,-33.41058,136.38501
987,West Cape Howe,-33.962415,25.607776
988,Beadell,-23.992438,134.050443
989,King River,-34.928175,117.910522
990,Warradarge,-30.047117,115.63313
991,North Fremantle,-32.033098,115.754299
992,Neridup,-33.166632,122.997165
993,Holleton,-31.95,119.03333
994,Munglinup,-23.992438,134.050443
995,Canna,-28.898696,115.862759
996,Bonnie Rock,-23.992438,134.050443
997,Eneabba,-29.819905,115.268554
998,Gabalong,-30.72145,116.38899
999,Osborne Park,-31.905534,115.814016
1000,Moodiarrup,-23.992438,134.050443
1001,Green Range,-23.992438,134.050443
1002,Hyden,-32.45,118.88333
1003,Kurnalpi,-30.53671,122.23059
1004,Sawyers Valley,-31.90235,116.20065
1005,Dardadine,-33.23333,116.83333
1006,Maya,20.198643,-75.587808
1007,Hocking,39.493802,-82.479263
1008,Marrah,-23.992438,134.050443
1009,Ghooli,-31.26176,119.45683
1010,Kuender,-32.955165,118.516558
1011,Tibradden,-23.992438,134.050443
1012,Gutha,-28.99401,115.946
1013,Mindarabin,-23.992438,134.050443
1014,Victoria Rock,22.381131,114.135572
1015,Bullaring,-32.5,117.73333
1016,Gosnells,-32.083201,115.992334
1017,Ludlow,-33.6,115.46667
1018,Oakley,39.153408,-84.432039
1019,Leda,-32.267826,115.799561
1020,Hilton,-32.069002,115.785789
1021,Jardee,-34.28333,116.11667
1022,Goomalling,-23.992438,134.050443
1023,Greenwood,-23.992438,134.050443
1024,Jitarning,-32.78691,118.00471
1025,Woodridge,-27.627246,153.106013
1026,Koojan,-30.492078,116.185562
1027,Capricorn,-23.708892,29.388994
1028,Kulin West,-32.80888,118.073061
1029,Bassendean,-31.905139,115.945477
1030,Banksiadale,-23.992438,134.050443
1031,Brookhampton,-33.622468,115.965597
1032,Mueller Ranges,-18.556075,126.856543
1033,Wattle Grove,-23.992438,134.050443
1034,Beela,-33.241576,115.94181
1035,Mettler,40.499442,-74.5279
1036,Spencers Brook,-31.73333,116.63333
1037,Cartmeticup,-33.47,117.5175
1038,Reservoir,-37.712408,145.004061
1039,Shannon,-34.656711,116.323241
1040,Tonebridge,-23.992438,134.050443
1041,Maddington,-32.047741,115.995094
1042,East Chapman,-23.992438,134.050443
1043,Buntine,-29.960891,117.002078
1044,Carbunup River,-33.719676,115.169844
1045,Cowaramup,-33.8523,115.105479
1046,Bouvard,-23.992438,134.050443
1047,Two Rocks,-31.498544,115.598177
1048,Kronkup,-35.03694,117.62417
1049,Trigg,-31.875075,115.755646
1050,Mandurah,-32.52837,115.736444
1051,Whitby,-23.992438,134.050443
1052,Windy Harbour,-34.83333,116.03333
1053,Morawa,-23.992438,134.050443
1054,Spearwood,-23.992438,134.050443
1055,Milpara,-34.986039,117.865454
1056,Pingaring,-32.75,118.61667
1057,Alkimos,-31.619035,115.713157
1058,Borden,-34.08333,118.26667
1059,Scotsdale,-34.941944,117.347453
1060,Mullewa,-28.540676,115.5147
1061,Mundrabilla,-23.992438,134.050443
1062,Sandstone,-27.98333,119.28333
1063,Mount Observation,-37.688633,144.628781
1064,Walmsley,-34.972809,117.902497
1065,Peppermint Grove Beach,-33.526972,115.507765
1066,Mount Cooke,-32.402459,116.294728
1067,Springfield,37.21533,-93.29824
1068,North Kukerin,-23.992438,134.050443
1069,Dundas,-23.992438,134.050443
1070,Arthur River,-33.351,117.0318
1071,Greenmount,-38.54678,146.70155
1072,Crawley,-31.979921,115.819948
1073,Barrabup,-23.992438,134.050443
1074,Gnangara,-31.775553,115.865648
1075,Nabawa,-28.251085,115.191991
1076,Ogilvie,-23.992438,134.050443
1077,Forest Grove,-23.992438,134.050443
1078,Paynes Find,-23.992438,134.050443
1079,Kulikup,-33.81667,116.68333
1080,Muja,-23.992438,134.050443
1081,Lockridge,-31.881029,115.950782
1082,Pannawonica,-21.634842,116.335669
1083,Nyabing,-33.53333,118.15
1084,Lake Toolbrunup,-34.01667,117.83333
1085,Cleaverville,-23.992438,134.050443
1086,Boilup,-23.992438,134.050443
1087,Malebelling,-23.992438,134.050443
1088,Waterford,-37.51667,147.2
1089,Milo,45.685231,-93.70287
1090,Northampton,52.247383,-0.894646
1091,Ashby,-31.732874,115.797523
1092,Green Valley,31.843789,-111.016136
1093,Rudds Gully,-28.826381,114.674089
1094,Moora,-30.647402,115.998035
1095,Salmon Gums,-32.98333,121.63333
1096,Jarrahwood,-33.8,115.66667
1097,Namban,-30.38026,116.04604
1098,Hastings,-39.651809,176.848629
1099,Nornalup,-35.0,116.81667
1100,Horrocks,-28.380148,114.431239
1101,Cherry Tree Pool,-33.75,117.28333
1102,Windabout,-33.82217,121.896616
1103,South Doodlakine,-31.58333,117.85
1104,Ledge Point,-31.10026,115.390221
1105,Kalgan,-34.88472,118.01306
1106,Kambalda East,-31.201911,121.658749
1107,Kenwick,-32.026674,115.982823
1108,Sir Samuel,52.33333,-3.41667
1109,Charley Creek,-23.992438,134.050443
1110,Warrenup,-34.971759,117.86517
1111,Perenjori,-29.433352,116.282784
1112,Mount Hill,-23.992438,134.050443
1113,Roelands,-33.28333,115.81667
1114,Osmington,-33.866853,115.215182
1115,Peedamulla,-23.992438,134.050443
1116,Mumberkine,-23.992438,134.050443
1117,Karlkurla,-30.752792,121.430362
1118,Treeby,52.374687,8.996665
1119,Parkwood,-32.046548,115.912551
1120,Yerecoin,-30.92252,116.39104
1121,Mount Magnet,-28.066208,117.816674
1122,Buckingham,-33.4,116.33333
1123,Bertram,-32.244096,115.845868
1124,Spalding,-28.736244,114.636714
1125,Culham,-31.41667,116.46667
1126,North Yunderup,-32.574237,115.791643
1127,Tarcoola Beach,-28.810313,114.622887
1128,Mulga Downs,-32.5725,137.48628
1129,Point Samson,-35.012289,117.879602
1130,Pinjar,-23.992438,134.050443
1131,Wanerie,-31.142854,115.640704
1132,Babbage Island,-24.875003,113.632401
1133,Benjaberring,-23.992438,134.050443
1134,Mumballup,-33.52861,116.1133
1135,Kelmscott,-32.106149,116.023424
1136,Bringo,-28.745456,114.841448
1137,Bedfordale,-32.18113,116.066746
1138,Mira Mar,-35.014789,117.889081
1139,Molloy Island,-34.212756,115.279459
1140,Nilgen,-30.972859,115.424427
1141,Granville,36.302598,-78.656377
1142,Wonnerup,-33.63333,115.43333
1143,Wannoo,52.374687,8.996665
1144,Burrup,-20.611506,116.784502
1145,North Burngup,-33.0171,118.69158
1146,Bornholm,-35.06056,117.5769
1147,Higginsville,-31.75,121.71667
1148,Nangeenan,-31.53333,118.16667
1149,Jennapullin,-31.53293,116.7201
1150,Highgate,-23.992438,134.050443
1151,Dindiloa,-28.4307,114.7895
1152,South Yelbeni,-31.18333,117.66667
1153,Winthrop,-32.052027,115.830368
1154,Cadoux,-30.76938,117.1328
1155,Gabbin,-30.8,117.68333
1156,Babakin,-32.12644,118.02413
1157,Stratherne,-23.992438,134.050443
1158,Ravenswood,-32.623064,115.825748
1159,Lower Chittering,-31.554274,116.062408
1160,Badgebup,-33.63333,117.9
1161,Hannans,-23.992438,134.050443
1162,Binnu,-28.04239,114.67804
1163,Wembley Downs,-31.918398,115.777087
1164,Eucla,-31.71667,128.86667
1165,Bennett Springs,-23.992438,134.050443
1166,Karranadgin,-31.23333,116.75
1167,Walebing,-30.6945,116.21483
1168,Gnowangerup,-33.938884,118.002072
1169,Wilgarrup,-23.992438,134.050443
1170,Helena Valley,-31.919614,116.039826
1171,Southern Brook,-31.55,116.83333
1172,Porongurup,-34.65,117.9
1173,Wiluna,-26.594161,120.223724
1174,Hope Valley,-34.843604,138.695812
1175,Northcliffe,-23.992438,134.050443
1176,Balladong,-23.992438,134.050443
1177,Piesseville,-33.2,117.3
1178,Mundijong,-32.289589,115.982862
1179,Millstream,52.374687,8.996665
1180,Kurrenkutten,-32.25,118.21667
1181,Avon Valley National Park,-31.636528,116.188743
1182,Rockwell,-28.345407,114.914254
1183,Balingup,-33.8,115.96667
1184,Whim Creek,-23.992438,134.050443
1185,Waikiki,21.279463,-157.832379
1186,Wittenoom,52.374687,8.996665
1187,Cookernup,-32.995815,115.887835
1188,Darkan,-33.340301,116.725933
1189,Burges,-23.992438,134.050443
1190,East Victoria Park,-31.988534,115.903655
1191,Shadforth,-33.4,149.23333
1192,Seville Grove,-23.992438,134.050443
1193,Wilyabrup,-33.795421,115.037359
1194,Lake Margarette,-23.992438,134.050443
1195,Kondut,-30.71667,116.76667
1196,Dixvale,-23.992438,134.050443
1197,Wilson,-23.992438,134.050443
1198,Meda,-9.6937,119.4421
1199,Cambridge Gulf,-31.935768,115.778255
1200,Quindalup,-33.62906,115.1223
1201,South Tammin,-31.52882,117.496842
1202,Mogumber,-31.04034,116.04247
1203,Coolup,-32.75,115.86667
1204,Myaree,-32.041116,115.815709
1205,Banksia Grove,-23.992438,134.050443
1206,Parkfield,-33.19213,115.7082
1207,Wedge Island,-35.15462,136.45886
1208,Womarden,-23.992438,134.050443
1209,Cane,-23.992438,134.050443
1210,South Quairading,-32.16667,117.46667
1211,Nanga,7.065405,16.915412
1212,Katrine,-23.992438,134.050443
1213,Yelbeni,-31.18333,117.66667
1214,Glenlynn,-34.0063,116.1535
1215,Capel River,-33.554111,115.561103
1216,Fraser Range,-35.191196,149.041381
1217,Hay,-34.509522,144.843538
1218,Kokeby,-23.992438,134.050443
1219,Naturaliste,-33.606184,115.066329
1220,Singleton,-32.566463,151.176038
1221,Sunset Beach,47.222644,-122.556786
1222,Anniebrook,-33.65914,115.17255
1223,Arrino,-29.43333,115.61667
1224,Mount Erin,-23.992438,134.050443
1225,Torndirrup,-31.952409,115.798289
1226,Grass Patch,-33.311491,121.656038
1227,Highbury,-34.849795,138.723859
1228,Cape Burney,-28.870703,114.648523
1229,William Bay,-31.947686,115.860016
1230,Upper Capel,-33.641901,115.782651
1231,Alexandra Bridge,-23.992438,134.050443
1232,Neergabby,-31.402171,115.616954
1233,Warralakin,-31.01672,118.60511
1234,Menzies,-29.69393,121.02853
1235,Ocean Reef,-31.75802,115.733863
1236,Ewlyamartup,-33.70549,117.73717
1237,Wooroloo,-31.803139,116.308192
1238,Yallingup Siding,-33.699059,115.09865
1239,Yarloop,-32.949227,115.906361
1240,Bailup,-23.992438,134.050443
1241,Maranup,-23.992438,134.050443
1242,Cramphorne,-31.80501,118.56013
1243,Belhus,-31.779286,116.008613
1244,North Lake,-23.992438,134.050443
1245,Wellstead,-34.489445,118.616354
1246,Iluka,-31.736343,115.73349
1247,Mardella,-32.33333,115.98333
1248,Howatharra,-28.579429,114.872177
1249,Hoffman,-23.992438,134.050443
1250,Mawson,-35.364831,149.094629
1251,North West Cape,-22.571427,113.929902
1252,Greys Plain,-24.875812,113.693681
1253,Pemberton,39.944836,-74.591763
1254,Forrest Beach,-18.695908,146.299736
1255,Bedford,52.131228,-0.45503
1256,Port Hedland,-20.376992,118.626374
1257,Kentdale,-34.9,117.05
1258,Yandoo Creek,-23.992438,134.050443
1259,Hamersley,-31.851161,115.812503
1260,Broomehill East,-34.104106,117.795687
1261,Dalyup,-33.71908,121.59802
1262,City Beach,-31.935314,115.764301
1263,Leinster,-23.992438,134.050443
1264,Innaloo,-31.892893,115.795021
1265,Welbungin,-30.82853,117.98865
1266,Lancelin,-31.02096,115.34623
1267,Youndegin,-31.78848,117.3287
1268,Kallaroo,-31.790552,115.744077
1269,Henley Brook,-31.811406,115.985115
1270,Gabbadah,-31.289967,115.510691
1271,Naval Base,-32.224324,115.773655
1272,Sinclair,-33.865202,121.872683
1273,Allanooka,-23.992438,134.050443
1274,Wannanup,-32.601444,115.645207
1275,Wedgefield,-23.992438,134.050443
1276,Castletown,-23.992438,134.050443
1277,Balla Balla,57.08607,-7.29911
1278,Wilbinga,-23.992438,134.050443
1279,Nanutarra,-22.575104,116.110486
1280,Broomehill,-33.848549,117.639239
1281,Hamelin Pool,-26.410714,114.463419
1282,Bulgarra,-20.726065,116.856464
1283,Talbot,38.741284,-76.127398
1284,Eurardy,-23.992438,134.050443
1285,Nokaning,-31.37333,118.2183
1286,Ucarty,-23.992438,134.050443
1287,Cockburn Central,-32.083201,115.992334
1288,Cheynes,-23.992438,134.050443
1289,Herdsman,-31.91908,115.805764
1290,Rothsay,-29.28333,116.88333
1291,Jarlmadangah Burru,-23.992438,134.050443
1292,Yornaning,-32.73333,117.15
1293,Brazier,52.374687,8.996665
1294,Teesdale,-23.992438,134.050443
1295,Mornington,-38.232579,145.060829
1296,Quinns Rock,-31.665149,115.697006
1297,Balladonia,-23.992438,134.050443
1298,Coomalbidgup,-33.622182,121.039744
1299,Bramley,52.374687,8.996665
1300,Monjingup,-33.789287,121.7712
1301,Trigwell,-23.992438,134.050443
1302,Mayanup,-33.95,116.45
1303,Pink Lake,-33.858386,121.811748
1304,Oombulgurri,-15.281194,126.797906
1305,Dalyellup,-33.405616,115.614625
1306,Monkey Mia,-25.796083,113.69568
1307,Spargoville,-31.23371,121.4639
1308,Nerren Nerren,-27.21164,114.612284
1309,Mckail,-34.971759,117.86517
1310,Glentromie,-23.992438,134.050443
1311,Mallee Hill,-23.992438,134.050443
1312,Serpentine,-23.992438,134.050443
1313,Brigadoon,-31.778443,116.078951
1314,Caljie,-23.992438,134.050443
1315,Yanchep,-31.537346,115.640515
1316,Clifton,40.866346,-74.164731
1317,Hammond Park,-32.166654,115.849497
1318,Jackitup,-23.992438,134.050443
1319,Thornlie,-32.060436,115.95415
1320,Beechina,-31.85,116.31667
1321,Mount Tarcoola,-28.799055,114.625177
1322,Cooljarloo,-30.674423,115.481443
1323,Coolgardie,-30.956925,121.163229
1324,Walsall,-23.992438,134.050443
1325,Myrup,-33.798407,121.938543
1326,Chidlow,-31.86028,116.265758
1327,Joondalup,-31.740336,115.771316
1328,Kangaroo Gully,-34.012804,116.284768
1329,Padbury,-31.805574,115.768513
1330,Waddington,-30.85,116.25
1331,Bindoon,-31.389038,116.07849
1332,Coolbinia,-31.913947,115.853349
1333,Dardanup,-33.398505,115.756665
1334,Carine,-31.851662,115.782584
1335,Pingrup,-33.53333,118.51667
1336,Canning Mills,-23.992438,134.050443
1337,Mount Barker,-35.069559,138.867675
1338,Cunjardine,-23.992438,134.050443
1339,East Wickepin,-32.78333,117.65
1340,Lower King,-34.95275,117.943227
1341,Yannarie,-23.992438,134.050443
1342,Barrow Island,-23.992438,134.050443
1343,Currambine,-31.733656,115.745343
1344,South Kununoppin,-31.11174,117.91793
1345,Drome,44.68932,5.163605
1346,Grey,35.401696,-100.812563
1347,Wagin,-33.32015,117.349965
1348,Newlands,-33.66667,115.86667
1349,East Rockingham,-32.2635,115.766728
1350,Esperance,-33.860243,121.888248
1351,South Greenough,-29.008644,114.777431
1352,Darling Downs,-32.179729,116.03861
1353,Elgin,-23.992438,134.050443
1354,Roebourne,-20.765556,117.142522
1355,Moresby,-17.63333,146.03333
1356,Mills Lake,-23.992438,134.050443
1357,South Glencoe,-23.992438,134.050443
1358,Coolbellup,-32.083595,115.805117
1359,Queenwood,-23.992438,134.050443
1360,Petrudor,-23.992438,134.050443
1361,Onslow,34.683776,-77.415915
1362,Boxwood Hill,-34.36167,118.7467
1363,Ocean Beach,-33.53333,151.31667
1364,Sabina River,-23.992438,134.050443
1365,Dalkeith,-32.0,149.96667
1366,Lathlain,-31.966929,115.90707
1367,Webberton,-28.752395,114.632225
1368,Casuarina,-23.992438,134.050443
1369,Dewars Pool,-23.992438,134.050443
1370,Walpole,-34.977281,116.735262
1371,Parmelia,-32.2478,115.826147
1372,Williamstown,-37.861823,144.896111
1373,Leeman,-23.992438,134.050443
1374,Perillup,-23.992438,134.050443
1375,Rawlinna,-31.01147,125.33021
1376,Booralaming,-23.992438,134.050443
1377,Brown Range,-24.885354,113.705556
1378,Coogee,-33.918384,151.253698
1379,South Murchison,-23.992438,134.050443
1380,Gidgegannup,-31.749345,116.189535
1381,Lesmurdie,-32.006785,116.043491
1382,Mahomets Flats,-28.791958,114.613874
1383,Howick,-23.992438,134.050443
1384,Karratha Industrial Estate,-20.767069,116.866082
1385,Eastbrook,-34.4,116.1
1386,Glendalough,-31.919574,115.81953
1387,Clackline,-31.716676,116.516306
1388,Preston Settlement,-33.399739,116.175033
1389,Gwindinup,-23.992438,134.050443
1390,Worsley,52.374687,8.996665
1391,Salter Point,-32.023262,115.865991
1392,Fairbridge,-32.573329,115.940826
1393,Tandegin,-23.992438,134.050443
1394,Kiara,-31.881444,115.93895
1395,Bandy Creek,-33.818388,121.913469
1396,Quairading,-32.008878,117.400346
1397,Frenchman Bay,-23.992438,134.050443
1398,Broadwood,-30.789549,121.451604
1399,Noranda,-23.992438,134.050443
1400,Coyrecup,-33.67806,117.83
1401,Mount Hawthorn,-31.919652,115.83568
1402,Bally Bally,-32.16667,117.1
1403,Ballidu,-30.6,116.76667
1404,Barberton,-30.75,116.03333
1405,Mount Adams,-23.992438,134.050443
1406,Karnup,-32.36667,115.81667
1407,Korbel,-31.66015,118.14886
1408,Success,-32.142557,115.85095
1409,Corrigin,-32.32748,117.873295
1410,Boonanarring,-31.260931,115.80531
1411,Lockyer,-27.51348,152.08223
1412,Floreat,-23.992438,134.050443
1413,Kenmare,-35.91667,142.16667
1414,Maida Vale,-23.992438,134.050443
1415,Caiguna,-32.27049,125.487397
1416,Moondah,-23.992438,134.050443
1417,Bowgada,-29.33492,116.17434
1418,Emu Flat,-37.11667,144.76667
1419,Stirling Range,-23.992438,134.050443
1420,Beverley,-32.107757,116.931764
1421,West Lamington,-30.746802,121.449586
1422,Mount Palmer,-31.4,119.68333
1423,West Kalgoorlie,-30.752457,121.471717
1424,Mirrabooka,-27.50107,145.92624
1425,Geographe,-33.640142,115.383577
1426,Cue,-27.423378,117.896779
1427,Forest Hill,-23.992438,134.050443
1428,Burns Beach,-31.723064,115.721324
1429,Camballin,-18.128907,123.823754
1430,Narrikup,-34.76667,117.73333
1431,Kingsford,-33.929724,151.233966
